Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Software Engineer,Adelaide,Wabtec,77421,72000,83000,10000+ Employees,Company - Public,Manufacturing,Transportation Equipment Manufacturing,$5 to $10 billion (USD),3.7,75.0,218.0,3.5,3.6,3.5,3.4,3.6,South Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Consultant,Adelaide,DXC Technology,74415,60000,92000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$1 to $2 billion (USD),3.6,69.0,5469.0,3.4,3.1,3.6,3.3,3.8,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Compliance Officer,Adelaide,Fuse Recruitment,75000,70000,80000,51 to 200 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",Unknown / Non-Applicable,4.5,69.0,4.0,4.1,3.9,3.9,3.9,4.1,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network Manager,Adelaide,Talent International,101790,84000,120000,201 to 500 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",$500 million to $1 billion (USD),4.4,89.0,16.0,4.1,4.1,4.3,4.1,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Adelaide,Talent Street,97468,76000,125000,1 to 50 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",Unknown / Non-Applicable,5.0,100.0,0.0,5.0,5.0,5.0,5.0,5.0,South Australia,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Developer,Adelaide,Accenture,71465,67000,76000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.6,67.0,1279.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle Consultant,Adelaide,PwC,62955,54000,73000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,3999.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Network Engineer,Adelaide,Talent International,89964,84000,96000,201 to 500 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",$500 million to $1 billion (USD),4.4,89.0,16.0,4.1,4.1,4.3,4.1,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Adelaide,Accenture,95941,90000,102000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mobile Engineer,Adelaide,Accenture,79194,72000,88000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Researcher,Adelaide,The University of Adelaide,106591,91000,122000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Adelaide,Technology People Australia,105000,60000,150000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,Unknown / Non-Applicable,5.0,100.0,0.0,5.0,5.0,5.0,5.0,5.0,South Australia,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Adelaide,Humanology,86255,62000,120000,1 to 50 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",Unknown / Non-Applicable,5.0,100.0,0.0,4.7,4.5,5.0,5.0,5.0,South Australia,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterprise Architect,Adelaide,Dialog Information Technology,130044,126000,134000,1001 to 5000 Employees,Company - Private,Information Technology,Computer Hardware Development,$100 to $500 million (USD),3.3,61.0,53.0,3.0,2.8,3.2,3.0,3.3,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Systems Engineer,Adelaide,QinetiQ,78348,55000,111000,1001 to 5000 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,$1 to $2 billion (USD),3.9,82.0,202.0,3.7,3.2,4.0,3.5,4.3,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Account Executive,Adelaide,Sanofi,83828,72000,98000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),3.9,77.0,1089.0,3.5,3.8,3.7,3.4,3.7,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow,Adelaide,The University of Adelaide,108599,73000,144000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),3.7,68.0,42.0,3.5,3.7,3.5,2.9,3.5,South Australia,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Senior Consultant,Adelaide,Greencap,57841,51000,66000,10000+ Employees,Company - Public,Retail & Wholesale,Motor Vehicle Dealers,$10+ billion (USD),4.2,84.0,24.0,3.5,3.6,4.1,3.4,3.9,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Developer,Adelaide,Transaction Network Services,67350,60000,76000,501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,$100 to $500 million (USD),3.8,66.0,29.0,3.3,3.4,3.9,3.4,3.3,South Australia,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Animator,Adelaide,Rising Sun Pictures (RSP),86603,75000,100000,1 to 50 Employees,Company - Private,Media & Communication,Film Production,$10 to $25 million (USD),3.2,59.0,0.0,3.2,3.1,3.4,2.6,3.1,South Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Storage Engineer Manager,Adelaide,Talent International,110000,100000,120000,201 to 500 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",$500 million to $1 billion (USD),4.4,89.0,16.0,4.1,4.1,4.3,4.1,4.2,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate QA Analyst,Adelaide,PwC,51381,48000,55000,1001 to 5000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,80.0,3999.0,4.1,3.4,3.9,3.6,3.0,South Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
